-2.722463343691874371e-01,-4.836154708652842804e-01,-4.357616109179229813e-01,-2.568327484687563111e-01,-1.652266014546320549e-01,-1.764426026362688193e-01,8.130618810863537993e-01,1.166983033406641668e-01,-6.262490526587586315e-01,-5.951700310370819924e-01,1.148500438623573539e+00,4.480771345717941556e-01,8.252201990576517598e-01
-4.034265123250388996e-01,2.991784193632327948e+00,-1.333911616223603769e+00,-2.568327484687563111e-01,-1.215181879017144473e+00,1.894346134044738283e+00,-1.910360580799359997e+00,1.247585237129712032e+00,-8.564625351647990881e-01,-3.484325415089072342e-01,-1.718189093969011649e+00,4.319059930749066245e-01,-1.329202394240521556e+00
1.249402001494072101e-01,-4.836154708652842804e-01,1.028325795439618773e+00,-2.568327484687563111e-01,6.286420230438523049e-01,-1.829688106308027251e+00,1.110488281529135701e+00,-1.187439068649985607e+00,1.675885772401646268e+00,1.565287499221814205e+00,7.844763709927687900e-01,2.206172627274131381e-01,-1.308500063106970757e+00
-4.014935360512036366e-01,-4.836154708652842804e-01,-8.694019571784398215e-01,-2.568327484687563111e-01,-3.615597021370531294e-01,-3.245576008321179873e-01,-1.236671866543420428e+00,1.107179886272906089e+00,-5.111423114057384032e-01,-1.094662997642899205e+00,7.844763709927687900e-01,4.480771345717941556e-01,-6.529262438778661304e-01
-5.634297460550846508e-03,-4.836154708652842804e-01,1.028325795439618773e+00,-2.568327484687563111e-01,1.328612208085526492e+00,1.536422504859080440e-01,6.948080110307900403e-01,-5.785720290721395598e-01,1.675885772401646268e+00,1.565287499221814205e+00,7.844763709927687900e-01,3.898823030007577684e-01,2.634969476339770744e-01
-3.750223794670836108e-01,-4.836154708652842804e-01,-5.474791238528359250e-01,-2.568327484687563111e-01,-5.493565810506733094e-01,-7.886512618457766077e-01,1.895414753388349194e-01,4.837150300973731554e-01,-5.111423114057384032e-01,-7.155297820264355790e-01,5.114583202696664221e-01,3.866906303368982667e-01,-1.381282763569059990e-01
5.896346308234435840e-01,-4.836154708652842804e-01,1.028325795439618773e+00,-2.568327484687563111e-01,1.217641325091114668e+00,-1.031277735080881719e+00,1.110488281529135701e+00,-1.065182354644357954e+00,1.675885772401646268e+00,1.565287499221814205e+00,7.844763709927687900e-01,4.480771345717941556e-01,1.498736038602500598e+00
3.817080218904959216e-02,-4.836154708652842804e-01,1.245880952207606418e+00,-2.568327484687563111e-01,2.677335247556070552e+00,-1.127199829150573596e+00,1.110488281529135701e+00,-1.148330728913615095e+00,-5.111423114057384032e-01,-1.744322628818493343e-02,-1.718189093969011649e+00,4.480771345717941556e-01,1.887939863913253413e+00
-1.722841566385279466e-01,-4.836154708652842804e-01,1.245880952207606418e+00,-2.568327484687563111e-01,2.677335247556070552e+00,-9.015007842807089000e-01,1.110488281529135701e+00,-1.096646567446128984e+00,-5.111423114057384032e-01,-1.744322628818493343e-02,-1.718189093969011649e+00,-1.973657693675935354e+00,5.395280294146524991e-01
-2.293210423061085301e-01,-4.836154708652842804e-01,1.585443392838723264e+00,-2.568327484687563111e-01,5.688884706622459042e-01,-1.760567773816630766e+00,1.110488281529135701e+00,-1.134719251275231322e+00,-6.262490526587586315e-01,1.871683503937160986e-01,1.239506455531274254e+00,4.480771345717941556e-01,2.990684035627051873e+00
6.339164735002230655e-01,-4.836154708652842804e-01,1.028325795439618773e+00,-2.568327484687563111e-01,1.157887772709508267e+00,1.931395833381337468e-01,1.110488281529135701e+00,-1.036282623136775216e+00,1.675885772401646268e+00,1.565287499221814205e+00,7.844763709927687900e-01,2.268942189663369913e-01,1.044664909073288905e+00
1.632399485075987977e+00,-4.836154708652842804e-01,1.028325795439618773e+00,-2.568327484687563111e-01,3.384104829046211127e-01,-2.312119814717362054e+00,1.110488281529135701e+00,-1.078251345855124832e+00,1.675885772401646268e+00,1.565287499221814205e+00,7.844763709927687900e-01,-3.468211613072504473e+00,2.985163413991438475e+00
-3.907093920750362437e-01,-4.836154708652842804e-01,-1.036978226580809181e+00,-2.568327484687563111e-01,-4.042408109810577410e-01,-9.804954499851615823e-01,6.983914616385341612e-01,-5.642701141622437078e-01,-5.111423114057384032e-01,-6.613678940812264262e-01,-8.536319333458501912e-01,4.480771345717941556e-01,2.690175692695904730e-01
9.938946925006722846e-03,-4.836154708652842804e-01,1.028325795439618773e+00,-2.568327484687563111e-01,1.815176848907178897e+00,-2.268512831867362453e-02,7.915611774398872980e-01,-7.125168597455098229e-01,1.675885772401646268e+00,1.565287499221814205e+00,7.844763709927687900e-01,-4.397240110653252709e-02,2.000097988244215474e-01
-3.638156678077347217e-01,-4.836154708652842804e-01,2.138151088411449408e+00,-2.568327484687563111e-01,2.018309346038064389e-01,-9.226600697372583371e-01,9.528164547883836155e-01,-9.779899906419576849e-01,-8.564625351647990881e-01,-1.311310549423735594e+00,2.839432780004136903e-01,4.794777161261912224e-02,2.003872918261137226e+00
7.561685019308956868e+00,-4.836154708652842804e-01,1.028325795439618773e+00,-2.568327484687563111e-01,1.038380667946296354e+00,-4.374071232670503906e-01,1.110488281529135701e+00,-9.556000962657758002e-01,1.675885772401646268e+00,1.565287499221814205e+00,7.844763709927687900e-01,-3.599495748645922255e+00,1.087449726749293966e+00
3.026938378331376911e-01,-4.836154708652842804e-01,1.028325795439618773e+00,3.893584466786345732e+00,6.286420230438523049e-01,1.056438429965365744e+00,1.020902016335526685e+00,-1.251600417952656752e+00,1.675885772401646268e+00,1.565287499221814205e+00,7.844763709927687900e-01,3.964784265060672941e-01,-1.349904725374072134e+00
-3.987793513169226034e-01,2.465208486890265061e+00,-1.303042303438956662e+00,-2.568327484687563111e-01,-1.343225205549157808e+00,1.099130605423709606e-01,-1.752688754058608245e+00,2.015844652530950576e+00,-5.111423114057384032e-01,-2.882526660142304409e-01,-1.672686085515160404e+00,1.431660060844249238e-01,-1.072493488184493193e+00
-4.020526256012591504e-01,2.991784193632327948e+00,-1.333911616223603769e+00,-2.568327484687563111e-01,-1.215181879017144473e+00,-1.482302220275363569e-01,-1.096917292841390390e+00,1.247585237129712032e+00,-8.564625351647990881e-01,-3.484325415089072342e-01,-1.718189093969011649e+00,4.147773497788609376e-01,-7.329752575942620751e-01
-3.896778935253213949e-01,-4.836154708652842804e-01,-3.740229853486290446e-01,-2.568327484687563111e-01,-3.188785932930485734e-01,6.487695301691732697e-01,3.902147093725193971e-01,-4.746612197095507191e-01,-5.111423114057384032e-01,-1.317849897280708171e-01,1.102997430169722293e+00,4.253098695695971543e-01,-4.583243312224897781e-01
